Time (min),Temperature (°C),Weight (mg),Heat Flow (mW),Temperature Difference (°C),Temperature Difference (µV),Sample Purge Flow (mL/min),Deriv. Weight (%/°C),Deriv. Heat Flow (W/(g·°C))
43.37934,461.3067,4.303274,-8.858465,-0.5098754,-5.71486,99.98341,0.173289,-0.0042123
43.38766,461.3893,4.301852,-8.862344,-0.5100782,-5.717351,100.0007,0.1732734,-0.0042148
43.396,461.4698,4.300396,-8.866226,-0.5102828,-5.719861,100.0013,0.1732594,-0.0042168
43.40434,461.5547,4.298978,-8.869959,-0.5104754,-5.722239,99.99118,0.1732435,-0.0042188
43.41266,461.6377,4.29758,-8.873275,-0.5106453,-5.724361,100.0137,0.1732218,-0.0042209
43.421,461.719,4.296156,-8.876303,-0.5107993,-5.726306,99.98142,0.1732024,-0.004223
43.42934,461.804,4.294714,-8.88015,-0.5109983,-5.728754,100.0108,0.1731751,-0.004225
43.43766,461.8867,4.293276,-8.884462,-0.5112253,-5.731518,99.97626,0.173149,-0.0042266
43.446,461.9698,4.291861,-8.888544,-0.5114389,-5.734128,100.003,0.1731196,-0.0042284
43.45434,462.0533,4.290454,-8.892051,-0.5116187,-5.736363,100.0216,0.1730867,-0.0042299
43.46266,462.1361,4.289047,-8.895405,-0.5117902,-5.738502,100.0083,0.1730611,-0.0042321
43.471,462.2174,4.287646,-8.898554,-0.5119504,-5.740519,100.0079,0.1730278,-0.0042344
43.47934,462.3024,4.286231,-8.901684,-0.5121074,-5.742498,99.99009,0.1729946,-0.0042366
43.48766,462.3832,4.284805,-8.905126,-0.5122848,-5.744705,99.99969,0.1729686,-0.0042394
43.496,462.466,4.28341,-8.908744,-0.5124711,-5.74701,100.0127,0.1729403,-0.0042421
43.50434,462.5494,4.282016,-8.91211,-0.5126424,-5.749149,99.98772,0.1729028,-0.0042447
43.51266,462.6366,4.2806,-8.915406,-0.5128071,-5.751215,99.97936,0.1728757,-0.0042472
43.521,462.718,4.279202,-8.918837,-0.512983,-5.753408,100.0158,0.1728478,-0.00425
43.52934,462.8011,4.277787,-8.922259,-0.5131574,-5.755584,99.99922,0.1728069,-0.0042528
43.53766,462.8844,4.276381,-8.926055,-0.513353,-5.757996,99.98225,0.1727807,-0.0042553
43.546,462.968,4.274946,-8.929816,-0.5135464,-5.760382,100.0172,0.1727467,-0.0042572
43.55434,463.05,4.273502,-8.933119,-0.5137142,-5.762485,100.0132,0.1727129,-0.0042592
43.56266,463.1366,4.272074,-8.936798,-0.513901,-5.7648,99.97254,0.1726764,-0.0042615
43.571,463.2167,4.27063,-8.940089,-0.5140691,-5.766907,100.0143,0.1726394,-0.0042629
43.57934,463.2996,4.26918,-8.943719,-0.5142551,-5.769213,99.99031,0.1726075,-0.0042642
43.58766,463.3843,4.267761,-8.947531,-0.5144502,-5.771622,100.0301,0.1725716,-0.0042651
43.596,463.4668,4.266342,-8.951343,-0.5146465,-5.774043,99.98066,0.1725305,-0.0042659
43.60434,463.5506,4.264917,-8.954924,-0.5148286,-5.776307,100.0197,0.1724881,-0.0042662
43.61266,463.6339,4.263482,-8.958576,-0.5150152,-5.778618,100.0044,0.1724362,-0.0042657
43.621,463.7148,4.262048,-8.962174,-0.5151997,-5.78091,99.97732,0.1723873,-0.0042649
43.62934,463.7996,4.260636,-8.965724,-0.5153791,-5.783142,99.99551,0.1723294,-0.004264
43.63766,463.8819,4.259232,-8.969474,-0.5155713,-5.785519,100.0455,0.1722685,-0.0042626
43.646,463.9664,4.25784,-8.973156,-0.5157581,-5.787836,99.95958,0.1722064,-0.0042607
43.65434,464.0522,4.256482,-8.976568,-0.5159287,-5.78997,100.0139,0.1721351,-0.0042591
43.66266,464.1356,4.255112,-8.979876,-0.5160948,-5.792056,100.0258,0.1720588,-0.0042572
43.671,464.2188,4.253708,-8.983794,-0.5162959,-5.794532,99.98687,0.1719734,-0.0042549
43.67934,464.3018,4.252292,-8.987457,-0.5164824,-5.796847,100.011,0.1718831,-0.0042519
43.68766,464.381,4.250881,-8.990682,-0.5166458,-5.798902,100.0181,0.1717919,-0.0042488
43.696,464.4683,4.249478,-8.99392,-0.5168048,-5.800908,99.99169,0.1716992,-0.004246
43.70434,464.5491,4.248068,-8.997326,-0.5169775,-5.803067,99.98578,0.1715966,-0.0042427
43.71266,464.6322,4.24664,-9.000905,-0.5171584,-5.80532,100.0034,0.1714894,-0.0042391
43.721,464.716,4.2452,-9.004686,-0.5173506,-5.807698,100.0064,0.1713834,-0.0042352
43.72934,464.7978,4.243778,-9.008371,-0.5175383,-5.810027,99.97484,0.1712737,-0.004231
43.73766,464.8822,4.242324,-9.01222,-0.5177336,-5.81244,99.99921,0.1711718,-0.004227
43.746,464.9647,4.24086,-9.01608,-0.5179306,-5.81487,99.99747,0.1710554,-0.0042222
43.75434,465.0485,4.239421,-9.019621,-0.5181083,-5.817086,99.97841,0.1709431,-0.0042175
43.76266,465.1322,4.237976,-9.02307,-0.5182808,-5.819245,100.0044,0.1708334,-0.0042134
43.771,465.2131,4.236533,-9.026806,-0.5184713,-5.821606,100.0154,0.1707258,-0.0042091
43.77934,465.2972,4.23509,-9.030954,-0.5186834,-5.824207,99.96249,0.1706062,-0.0042041
43.78766,465.381,4.233642,-9.034455,-0.5188585,-5.826395,100.0217,0.17049,-0.0041993
43.796,465.4621,4.232234,-9.038031,-0.5190394,-5.828648,100.031,0.1703653,-0.004194
43.80434,465.5482,4.230812,-9.041625,-0.5192182,-5.830876,100.006,0.1702396,-0.0041884
43.81266,465.6324,4.229376,-9.045118,-0.5193922,-5.833052,99.99768,0.1701088,-0.0041826
43.821,465.7146,4.227931,-9.048495,-0.519561,-5.83517,99.94794,0.1699708,-0.0041762
43.82934,465.797,4.226511,-9.051789,-0.5197246,-5.837229,100.0275,0.1698266,-0.0041699
43.83766,465.8798,4.22509,-9.055322,-0.5199014,-5.839438,99.97426,0.1696847,-0.0041633
43.846,465.9629,4.223722,-9.058986,-0.5200854,-5.841724,100.0131,0.1695356,-0.0041564
43.85434,466.0463,4.222319,-9.062745,-0.5202746,-5.844074,100.008,0.1693858,-0.0041492
43.86266,466.1306,4.220924,-9.065826,-0.5204244,-5.845979,100.0332,0.1692329,-0.0041417
43.871,466.2137,4.219557,-9.069648,-0.5206172,-5.848367,100.0048,0.1690784,-0.0041336
43.87934,466.2956,4.218152,-9.073093,-0.5207891,-5.85052,100.009,0.1689275,-0.004125
43.88766,466.3791,4.216774,-9.076256,-0.5209437,-5.852479,99.98379,0.1687748,-0.0041159
43.896,466.4617,4.215396,-9.07921,-0.5210868,-5.854309,100.0134,0.1686145,-0.004107
43.90434,466.541,4.21404,-9.082363,-0.5212432,-5.856287,99.99281,0.1684655,-0.0040985
43.91266,466.625,4.212671,-9.085786,-0.5214118,-5.858403,99.98838,0.1683085,-0.0040897
43.921,466.7083,4.211308,-9.089074,-0.5215732,-5.860438,99.98061,0.1681435,-0.0040808
43.92934,466.7904,4.209949,-9.092681,-0.5217535,-5.862687,99.99051,0.1679823,-0.0040714
43.93766,466.8746,4.208572,-9.09585,-0.5219072,-5.864636,100.0048,0.1678115,-0.0040619
43.946,466.9568,4.207205,-9.099439,-0.5220862,-5.866868,99.99381,0.1676411,-0.0040523
43.95434,467.0412,4.205816,-9.102719,-0.5222459,-5.868882,99.97576,0.1674689,-0.0040432
43.96266,467.1226,4.204463,-9.106484,-0.522435,-5.871231,100.0271,0.1672928,-0.004034
43.971,467.2066,4.203088,-9.110093,-0.5226138,-5.873461,100.0084,0.1671108,-0.0040246
43.97934,467.2918,4.20171,-9.1139,-0.522803,-5.87581,99.96859,0.1669288,-0.0040147
43.98766,467.3722,4.200342,-9.117744,-0.5229972,-5.878215,100.0345,0.1667472,-0.0040045
43.996,467.4578,4.198948,-9.121239,-0.523168,-5.880359,99.98587,0.1665621,-0.0039943
44.00434,467.5424,4.197563,-9.124632,-0.5233336,-5.882443,100.0135,0.1663802,-0.0039838
44.01266,467.625,4.19618,-9.12747,-0.5234687,-5.884187,99.99408,0.1661938,-0.0039732
44.021,467.7033,4.194824,-9.130756,-0.5236318,-5.886242,100.0087,0.1659996,-0.0039622
44.02934,467.7916,4.193478,-9.134004,-0.5237866,-5.888206,100.0041,0.1658039,-0.0039511
44.03766,467.8708,4.19209,-9.137045,-0.523935,-5.890099,99.97984,0.1656069,-0.0039397
44.046,467.9546,4.190696,-9.13995,-0.5240726,-5.89187,100.0184,0.1654086,-0.0039284
44.05434,468.039,4.18931,-9.143256,-0.5242326,-5.893892,99.94484,0.1652053,-0.0039178
44.06266,468.1224,4.18793,-9.146695,-0.5244008,-5.896007,100.0654,0.1650017,-0.0039067
44.071,468.2074,4.18653,-9.149566,-0.5245356,-5.897744,99.95136,0.1647894,-0.0038955
44.07934,468.2897,4.185176,-9.152522,-0.5246768,-5.899558,100.0099,0.1645804,-0.0038839
44.08766,468.3715,4.1838,-9.155769,-0.5248347,-5.901557,100.0142,0.1643724,-0.0038725
44.096,468.457,4.182425,-9.159076,-0.5249937,-5.903568,99.97638,0.1641608,-0.0038609
44.10434,468.5397,4.181059,-9.162059,-0.5251358,-5.905391,100.0182,0.1639496,-0.0038491
44.11266,468.6244,4.179711,-9.164994,-0.5252738,-5.907168,100.0006,0.1637343,-0.0038374
44.121,468.706,4.178381,-9.168062,-0.5254212,-5.909052,100.0,0.163519,-0.0038257
44.12934,468.7916,4.17704,-9.171089,-0.5255639,-5.910881,99.99999,0.1633055,-0.0038137
44.13766,468.874,4.175742,-9.174063,-0.5257055,-5.9127,100.033,0.1630905,-0.0038014
44.146,468.955,4.174422,-9.17678,-0.525833,-5.914359,99.9478,0.1628846,-0.0037893
44.15434,469.0368,4.173118,-9.180139,-0.5259965,-5.916421,99.9933,0.1626746,-0.003777
44.16266,469.12,4.171796,-9.183621,-0.526166,-5.91855,100.0606,0.1624498,-0.0037646
44.171,469.2033,4.170498,-9.186456,-0.5262982,-5.920265,99.94359,0.1622219,-0.0037518
44.17934,469.2863,4.169213,-9.189194,-0.5264253,-5.921918,100.021,0.1619879,-0.0037391
44.18766,469.371,4.167917,-9.192601,-0.5265893,-5.923987,99.96141,0.1617501,-0.0037269
44.196,469.4509,4.166589,-9.196161,-0.5267649,-5.926186,100.0558,0.1615185,-0.0037146
44.20434,469.5356,4.165302,-9.199348,-0.526916,-5.92811,99.98402,0.1612744,-0.0037021
44.21266,469.6198,4.164008,-9.202618,-0.5270719,-5.930088,99.99947,0.1610313,-0.0036897
44.221,469.7024,4.162672,-9.205578,-0.5272114,-5.93188,99.98351,0.1607865,-0.0036769
44.22934,469.7858,4.16134,-9.208668,-0.5273574,-5.933748,100.0084,0.1605406,-0.0036641
44.23766,469.8672,4.160032,-9.211793,-0.5275068,-5.935654,100.0586,0.160289,-0.0036512
44.246,469.9536,4.158716,-9.214613,-0.5276354,-5.937328,99.93085,0.1600398,-0.0036383
44.25434,470.038,4.157378,-9.217728,-0.5277822,-5.939205,100.0384,0.159794,-0.0036255
44.26266,470.1208,4.156028,-9.221053,-0.5279418,-5.941228,99.98345,0.1595454,-0.0036124
44.271,470.1996,4.154702,-9.223744,-0.5280679,-5.942871,99.99568,0.1592951,-0.0035989
44.27934,470.2871,4.15339,-9.226136,-0.528171,-5.944258,100.0328,0.1590432,-0.0035852
44.28766,470.3694,4.15208,-9.228784,-0.5282922,-5.945849,99.97439,0.1587967,-0.0035718
44.296,470.4534,4.15079,-9.231452,-0.5284132,-5.947436,100.0043,0.158543,-0.0035582
44.30434,470.5342,4.149488,-9.233922,-0.528525,-5.948919,100.0229,0.1582956,-0.0035448
44.31266,470.619,4.14819,-9.236574,-0.5286443,-5.950489,99.96902,0.1580413,-0.0035314
44.321,470.7047,4.146918,-9.239149,-0.5287587,-5.952003,99.99775,0.1577886,-0.0035179
44.32934,470.7874,4.145657,-9.241941,-0.5288874,-5.953679,99.99992,0.1575408,-0.0035046
44.33766,470.8666,4.144382,-9.244868,-0.5290256,-5.95546,99.99239,0.1572938,-0.0034912
44.346,470.9538,4.1431,-9.247772,-0.5291572,-5.957168,99.96684,0.1570432,-0.0034779
44.35434,471.0341,4.141809,-9.250501,-0.5292836,-5.958818,100.0395,0.1567917,-0.0034646
44.36266,471.1211,4.140506,-9.253732,-0.529434,-5.960737,100.0215,0.1565454,-0.0034517
44.371,471.202,4.139197,-9.256754,-0.5295762,-5.962563,100.0007,0.1562946,-0.0034381
44.37934,471.2884,4.13786,-9.259576,-0.5297036,-5.964224,99.98353,0.1560378,-0.003425
44.38766,471.37,4.136568,-9.262335,-0.5298304,-5.965879,100.0058,0.155787,-0.003412
44.396,471.453,4.135303,-9.265522,-0.5299802,-5.967793,100.0116,0.1555331,-0.0033987
44.40434,471.5341,4.134,-9.268492,-0.530119,-5.96958,99.98261,0.1552694,-0.0033849
44.41266,471.6192,4.132703,-9.271241,-0.5302424,-5.971198,99.97666,0.1550043,-0.0033704
44.421,471.7031,4.13145,-9.273944,-0.530364,-5.972793,100.0233,0.1547381,-0.0033559
44.42934,471.7832,4.130205,-9.276804,-0.5304968,-5.974516,100.0236,0.154469,-0.0033412
44.43766,471.868,4.12896,-9.279804,-0.5306345,-5.976294,100.0121,0.1541971,-0.0033266
44.446,471.9522,4.127694,-9.282312,-0.5307446,-5.97776,99.99658,0.1539221,-0.0033114
44.45434,472.0354,4.126435,-9.285108,-0.5308715,-5.979416,99.99861,0.1536433,-0.0032967
44.46266,472.1164,4.125212,-9.287697,-0.530988,-5.980954,100.0342,0.153363,-0.0032818
44.471,472.2011,4.123956,-9.290381,-0.5311072,-5.982522,99.99472,0.1530794,-0.0032671
44.47934,472.2862,4.122676,-9.292892,-0.5312165,-5.983982,99.97192,0.1527934,-0.0032528
44.48766,472.366,4.121402,-9.295543,-0.531337,-5.985566,99.96491,0.1525026,-0.0032386
44.496,472.451,4.12014,-9.298562,-0.531475,-5.987348,100.0458,0.1522102,-0.0032252
44.50434,472.5331,4.11885,-9.301004,-0.5315818,-5.988776,99.97352,0.1519126,-0.0032115
44.51266,472.6172,4.11759,-9.303524,-0.5316918,-5.990244,99.99157,0.1516085,-0.0031983
44.521,472.7012,4.116328,-9.306225,-0.531812,-5.991824,99.9896,0.1513051,-0.0031847
44.52934,472.7838,4.11507,-9.309028,-0.531939,-5.993481,99.9984,0.1510111,-0.0031714
44.53766,472.8683,4.1138,-9.31163,-0.532053,-5.994994,99.98981,0.1507035,-0.003158
44.546,472.9503,4.11254,-9.314491,-0.5321832,-5.996688,100.0554,0.1504022,-0.0031444
44.55434,473.0317,4.111326,-9.317671,-0.532332,-5.998592,99.95482,0.1500962,-0.0031304
44.56266,473.1158,4.110111,-9.320379,-0.5324518,-6.00017,99.99351,0.149793,-0.0031163
44.571,473.1994,4.108885,-9.323136,-0.5325748,-6.001783,99.96309,0.1494882,-0.0031023
44.57934,473.2817,4.107664,-9.325438,-0.5326729,-6.003116,100.0102,0.1491818,-0.0030883
44.58766,473.3652,4.106446,-9.328309,-0.5328022,-6.0048,100.0117,0.1488714,-0.0030742
44.596,473.4502,4.105185,-9.330992,-0.53292,-6.006356,100.0409,0.1485608,-0.0030601
44.60434,473.5332,4.103942,-9.33322,-0.533013,-6.007632,100.0,0.148249,-0.003046
44.61266,473.6165,4.102722,-9.335755,-0.5331232,-6.009102,99.9962,0.1479406,-0.0030322
44.621,473.6979,4.1015,-9.338368,-0.533239,-6.010634,100.0049,0.147632,-0.0030179
44.62934,473.7825,4.100266,-9.340681,-0.5333356,-6.01195,99.97228,0.1473283,-0.0030033
44.63766,473.8683,4.098989,-9.342991,-0.5334312,-6.013256,100.0067,0.1470288,-0.0029892
44.646,473.9463,4.097742,-9.345298,-0.5335316,-6.014616,100.0332,0.1467254,-0.002975
44.65434,474.0291,4.096506,-9.347511,-0.5336232,-6.015876,99.98076,0.1464271,-0.0029606
44.66266,474.1169,4.095283,-9.35005,-0.5337304,-6.017312,99.97785,0.1461251,-0.0029461
44.671,474.1989,4.094083,-9.352496,-0.5338359,-6.018729,99.96766,0.1458224,-0.0029321
44.67934,474.2829,4.092891,-9.354946,-0.5339399,-6.02013,100.0294,0.14552,-0.002918
44.68766,474.3648,4.091709,-9.357709,-0.534063,-6.021748,100.0123,0.1452142,-0.0029038
44.696,474.4478,4.090524,-9.360175,-0.5341684,-6.023164,100.0016,0.1448934,-0.0028896
44.70434,474.5316,4.089356,-9.362953,-0.534291,-6.024775,99.99751,0.1445762,-0.0028763
44.71266,474.6136,4.08818,-9.365691,-0.5344124,-6.026372,100.0291,0.1442577,-0.0028634
44.721,474.6954,4.087022,-9.368056,-0.5345126,-6.027729,99.9895,0.1439289,-0.0028505
44.72934,474.7794,4.085819,-9.37033,-0.5346064,-6.029014,100.0212,0.1435994,-0.0028375
44.73766,474.8654,4.084659,-9.372689,-0.5347035,-6.030338,100.0057,0.1432705,-0.0028249
44.746,474.9454,4.083496,-9.374855,-0.5347932,-6.031579,100.0002,0.1429463,-0.002813
44.75434,475.0288,4.082298,-9.376954,-0.5348774,-6.032754,100.0178,0.1426128,-0.0028008
44.76266,475.114,4.081111,-9.378907,-0.5349518,-6.033822,99.93594,0.1422794,-0.0027886
44.771,475.1979,4.079938,-9.380848,-0.535026,-6.034888,100.0158,0.1419466,-0.0027765
44.77934,475.2826,4.078788,-9.382891,-0.5351059,-6.036018,100.0144,0.1416249,-0.0027648
44.78766,475.3614,4.07765,-9.384703,-0.535176,-6.037037,100.0156,0.141298,-0.0027527
44.796,475.4474,4.076502,-9.386676,-0.5352508,-6.03811,100.0132,0.1409715,-0.0027404
44.80434,475.529,4.075361,-9.388805,-0.535337,-6.03931,99.9535,0.140647,-0.0027285
44.81266,475.6113,4.074242,-9.391039,-0.5354286,-6.040574,100.015,0.1403286,-0.0027163
44.821,475.6941,4.073053,-9.393184,-0.5355148,-6.041773,99.98778,0.1400055,-0.0027038
44.82934,475.7784,4.071844,-9.395608,-0.5356155,-6.043139,99.98566,0.1396732,-0.0026908
44.83766,475.859,4.07071,-9.39797,-0.535715,-6.044491,99.99828,0.1393409,-0.0026778
44.846,475.9436,4.069587,-9.400406,-0.5358162,-6.04586,100.0088,0.1390124,-0.0026647
44.85434,476.0275,4.068439,-9.402745,-0.5359121,-6.04717,100.0447,0.1386726,-0.0026517
44.86266,476.1072,4.067269,-9.404939,-0.5360026,-6.048418,99.95824,0.1383342,-0.0026387
44.871,476.1933,4.066098,-9.406906,-0.536076,-6.049474,99.98981,0.1379904,-0.0026257
44.87934,476.2776,4.064948,-9.409234,-0.5361707,-6.050772,100.0073,0.1376429,-0.0026132
44.88766,476.3582,4.06382,-9.411328,-0.5362545,-6.051945,99.97489,0.1372886,-0.0026005
44.896,476.4406,4.062682,-9.413225,-0.5363262,-6.052984,100.0169,0.1369368,-0.002588
44.90434,476.5246,4.061609,-9.415082,-0.5363943,-6.05398,100.0208,0.136575,-0.002576
44.91266,476.6096,4.060533,-9.416428,-0.5364332,-6.054649,100.0082,0.136217,-0.0025644
44.921,476.6939,4.059409,-9.418189,-0.5364957,-6.055582,99.97735,0.1358592,-0.0025529
44.92934,476.7786,4.058278,-9.420125,-0.5365676,-6.056625,99.99425,0.1354953,-0.0025415
44.93766,476.8624,4.057168,-9.421958,-0.5366345,-6.05761,99.98593,0.1351375,-0.0025304
44.946,476.9443,4.056076,-9.423501,-0.5366861,-6.058422,100.016,0.1347754,-0.0025195
44.95434,477.027,4.055012,-9.425488,-0.5367622,-6.05951,99.98908,0.1344079,-0.0025085
44.96266,477.1088,4.05394,-9.427572,-0.5368438,-6.060663,100.0111,0.1340419,-0.0024977
44.971,477.1933,4.052847,-9.429584,-0.53692,-6.06175,100.0092,0.1336758,-0.002487
44.97934,477.2746,4.0518,-9.431881,-0.537014,-6.063042,99.99522,0.1333081,-0.0024762
44.98766,477.3576,4.05072,-9.434022,-0.537098,-6.06422,99.97832,0.1329341,-0.0024653
44.996,477.441,4.049663,-9.43641,-0.5371955,-6.065551,100.0145,0.13257,-0.0024543
45.00434,477.525,4.048626,-9.438097,-0.5372532,-6.06643,100.0271,0.1322018,-0.0024438
45.01266,477.61,4.04758,-9.440272,-0.5373375,-6.067612,99.97422,0.131838,-0.0024336
45.021,477.6915,4.046516,-9.44234,-0.537418,-6.06875,100.0093,0.1314712,-0.0024231
45.02934,477.7735,4.045454,-9.444241,-0.5374888,-6.069776,99.99018,0.131104,-0.0024128
45.03766,477.8576,4.044358,-9.446356,-0.53757,-6.070921,99.98959,0.1307376,-0.0024025
45.046,477.9406,4.043274,-9.448106,-0.5376316,-6.071844,99.99968,0.1303652,-0.002392
45.05434,478.0252,4.042246,-9.449722,-0.5376846,-6.07267,100.0304,0.1299972,-0.0023814
45.06266,478.1056,4.041191,-9.451415,-0.5377443,-6.073574,99.97813,0.1296352,-0.0023717
45.071,478.188,4.040144,-9.452859,-0.537789,-6.074306,99.98538,0.1292648,-0.0023618
45.07934,478.2717,4.039098,-9.454851,-0.5378632,-6.075371,99.98434,0.128894,-0.0023522
45.08766,478.3567,4.038044,-9.456964,-0.5379437,-6.076506,100.0514,0.128525,-0.0023423
45.096,478.4426,4.037,-9.458902,-0.5380132,-6.07752,99.98136,0.1281496,-0.0023328
45.10434,478.5252,4.035966,-9.460624,-0.538073,-6.078422,99.96906,0.1277776,-0.002324
45.11266,478.6102,4.034884,-9.462812,-0.5381572,-6.079602,100.0497,0.1274051,-0.0023147
45.121,478.6942,4.033792,-9.464466,-0.5382123,-6.080452,99.99906,0.1270288,-0.0023055
45.12934,478.7754,4.032718,-9.465756,-0.5382484,-6.081089,99.98222,0.1266531,-0.0022966
45.13766,478.8559,4.031605,-9.467828,-0.5383289,-6.082226,99.99944,0.1262782,-0.0022879
45.146,478.94,4.03051,-9.469664,-0.5383936,-6.083184,100.0063,0.1258987,-0.0022788
45.15434,479.0198,4.029437,-9.471707,-0.5384726,-6.084306,99.99512,0.1255295,-0.0022699
45.16266,479.1043,4.028358,-9.473394,-0.5385285,-6.085164,99.99859,0.1251668,-0.0022612
45.171,479.191,4.027278,-9.475243,-0.538592,-6.08611,100.0329,0.1247985,-0.0022525
45.17934,479.272,4.02624,-9.476855,-0.5386458,-6.086945,99.9782,0.1244294,-0.0022437
45.18766,479.3546,4.025214,-9.479,-0.5387283,-6.088105,99.98664,0.1240555,-0.0022346
45.196,479.4402,4.024224,-9.480926,-0.5387964,-6.089101,100.0034,0.1236855,-0.0022259
45.20434,479.524,4.023252,-9.483156,-0.5388828,-6.090304,100.0356,0.123317,-0.0022173
45.21266,479.6057,4.022246,-9.485399,-0.538971,-6.09153,99.96434,0.122948,-0.0022091
45.221,479.6906,4.021252,-9.487285,-0.5390374,-6.092506,100.0432,0.1225736,-0.0022013
45.22934,479.7738,4.020267,-9.488981,-0.539094,-6.093374,99.99881,0.122205,-0.0021943
45.23766,479.8563,4.01926,-9.491032,-0.5391708,-6.094472,100.0305,0.1218351,-0.0021872
45.246,479.9374,4.018266,-9.493266,-0.5392588,-6.095694,99.91359,0.1214642,-0.0021801
45.25434,480.0203,4.017302,-9.495297,-0.539334,-6.096772,100.0374,0.1210918,-0.0021733
45.26266,480.1033,4.016284,-9.497188,-0.5394012,-6.09776,99.99862,0.12073,-0.0021664
45.271,480.1866,4.015266,-9.498582,-0.5394404,-6.09843,100.0202,0.1203614,-0.0021595
45.27934,480.2685,4.014256,-9.500321,-0.5394996,-6.099328,99.98542,0.1199946,-0.0021525
45.28766,480.352,4.013239,-9.502069,-0.5395581,-6.100216,99.99441,0.1196287,-0.0021458
45.296,480.4367,4.012219,-9.503722,-0.5396106,-6.101038,99.99982,0.1192693,-0.0021392
45.30434,480.5197,4.011164,-9.505874,-0.5396919,-6.102184,99.96455,0.1189038,-0.0021324
45.31266,480.6004,4.01014,-9.50755,-0.5397481,-6.103047,99.9989,0.1185383,-0.0021253
45.321,480.6847,4.009158,-9.509061,-0.5397928,-6.103778,99.99618,0.1181708,-0.0021185
45.32934,480.7717,4.00818,-9.510516,-0.5398322,-6.104452,99.98469,0.117801,-0.0021115
45.33766,480.8533,4.007194,-9.512144,-0.539885,-6.105276,99.98686,0.117433,-0.0021047
45.346,480.9336,4.006248,-9.513368,-0.5399158,-6.105854,100.0236,0.1170667,-0.0020981
45.35434,481.0178,4.005296,-9.514918,-0.5399624,-6.106609,100.0071,0.1166971,-0.0020918
45.36266,481.1034,4.004356,-9.516696,-0.5400206,-6.107494,100.0205,0.1163193,-0.0020859
45.371,481.1854,4.003404,-9.51818,-0.5400647,-6.108222,100.0082,0.1159479,-0.00208
45.37934,481.2701,4.002503,-9.520001,-0.5401258,-6.109141,99.9711,0.1155774,-0.0020735
45.38766,481.3531,4.001659,-9.521394,-0.540164,-6.109802,99.99782,0.1152076,-0.0020671
45.396,481.4334,4.00079,-9.523285,-0.5402315,-6.110796,99.99234,0.1148382,-0.002061
45.40434,481.5197,3.99989,-9.525306,-0.5403025,-6.111828,100.025,0.1144676,-0.0020546
45.41266,481.6014,3.999006,-9.527225,-0.5403706,-6.112826,99.98304,0.114096,-0.0020482
45.421,481.683,3.99811,-9.528952,-0.540428,-6.113701,100.0312,0.1137233,-0.0020412
45.42934,481.768,3.997189,-9.530922,-0.5404965,-6.114707,99.9921,0.113349,-0.0020344
45.43766,481.8496,3.996257,-9.532812,-0.5405629,-6.115686,100.015,0.1129781,-0.0020275
45.446,481.9332,3.995317,-9.534342,-0.5406075,-6.11642,99.98272,0.112607,-0.0020203
45.45434,482.0169,3.994424,-9.536024,-0.5406609,-6.11725,100.0083,0.1122435,-0.0020132
45.46266,482.0986,3.993514,-9.537788,-0.5407198,-6.118144,100.0053,0.1118793,-0.002006
45.471,482.1815,3.992587,-9.539381,-0.5407681,-6.11892,99.9812,0.111519,-0.0019989
45.47934,482.2641,3.991667,-9.540863,-0.5408106,-6.119628,99.95634,0.1111641,-0.0019915
45.48766,482.3482,3.990762,-9.542372,-0.5408534,-6.12034,100.0138,0.1108092,-0.0019846
45.496,482.4315,3.989809,-9.543853,-0.5408952,-6.121042,100.0131,0.1104591,-0.001978
45.50434,482.5143,3.988887,-9.5455,-0.5409465,-6.12185,100.0384,0.1101116,-0.001972
45.51266,482.5963,3.987976,-9.547392,-0.5410118,-6.122816,99.96445,0.1097596,-0.0019652
45.521,482.6803,3.987097,-9.54889,-0.5410538,-6.12352,100.0331,0.109406,-0.0019587
45.52934,482.7634,3.986206,-9.550652,-0.5411109,-6.124394,99.97569,0.1090504,-0.0019524
45.53766,482.847,3.985301,-9.551976,-0.5411433,-6.124989,99.98908,0.1086941,-0.0019459
45.546,482.9346,3.984415,-9.553358,-0.5411764,-6.125593,100.0136,0.1083384,-0.0019396
45.55434,483.0183,3.983522,-9.554706,-0.54121,-6.126203,99.99789,0.1079804,-0.0019336
45.56266,483.1004,3.982608,-9.556369,-0.5412621,-6.127022,99.99106,0.1076136,-0.0019276
45.571,483.1867,3.981728,-9.557745,-0.5412954,-6.12763,100.0542,0.1072454,-0.0019213
45.57934,483.2667,3.980887,-9.558981,-0.5413248,-6.128193,99.95478,0.1068784,-0.0019147
45.58766,483.3474,3.980022,-9.560272,-0.541357,-6.128785,99.98844,0.10651,-0.0019078
45.596,483.4322,3.97917,-9.56192,-0.541406,-6.12957,100.0313,0.1061441,-0.0019014
45.60434,483.5162,3.978281,-9.563778,-0.5414672,-6.130494,100.0073,0.1057723,-0.001895
45.61266,483.598,3.977439,-9.565188,-0.5415051,-6.131152,99.97234,0.105401,-0.0018889
45.621,483.6812,3.976605,-9.566659,-0.5415451,-6.131836,99.99539,0.1050277,-0.0018832
45.62934,483.7674,3.97576,-9.56814,-0.5415836,-6.1325,99.97326,0.1046566,-0.0018778
45.63766,483.8496,3.974914,-9.569819,-0.5416358,-6.13332,99.99915,0.1042875,-0.0018719
